,dr,dr_name,dr_date,dr_place,dr_knownfor,dr_awards_wins,dr_awards_nomi tions,dr_link,dr_awards_link
561, Jordan Vogt-Roberts ,Jordan Vogt-Roberts,NA,NA,"['The Kings of Summer', 'Kong: Skull Island', 'Successful Alcoholics', 'Memoirs of a Manchild']",4,6,https://www.imdb.com/name/nm3611349/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm3611349/awards?ref_=nm_ql_2
562, Aaron Sorkin ,Aaron Sorkin,6/9/1961,"New York City, New York, USA","['The West Wing', 'A Few Good Men', 'The Social Network', ""Molly's Game""]",86,105,https://www.imdb.com/name/nm0815070/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0815070/awards?ref_=nm_ql_2
563, Greta Gerwig ,Greta Gerwig,8/4/1983,"Sacramento, California, USA","['Lady Bird', 'Frances Ha', 'Mistress America', 'Greenberg']",38,149,https://www.imdb.com/name/nm1950086/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm1950086/awards?ref_=nm_ql_2
564, Joachim R??nning ,Joachim R??nning,5/30/1972,"Sandefjord, Norway","['Pirates of the Caribbean: Dead Men Tell No Tales', 'Kon-Tiki', 'Max Manus: Man of War']",4,5,https://www.imdb.com/name/nm1461392/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm1461392/awards?ref_=nm_ql_2
565, Michael Noer ,Michael Noer,NA,NA,"['R', 'Nordvest', 'N??gle hus spejl', 'F??r frosten']",13,30,https://www.imdb.com/name/nm1840064/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm1840064/awards?ref_=nm_ql_2
566, Armando Iannucci ,Armando Iannucci,11/28/1963,"Glasgow, Scotland, UK","['Veep', 'The Death of Stalin', 'In the Loop', 'The Thick of It']",33,59,https://www.imdb.com/name/nm0406334/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0406334/awards?ref_=nm_ql_2
567, Marc Meyers,Marc Meyers,NA,NA,"['My Friend Dahmer', 'How He Fell in Love', 'Harvest']",8,7,https://www.imdb.com/name/nm1836315/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm1836315/awards?ref_=nm_ql_2
568, Taylor Sheridan,Taylor Sheridan,NA,NA,"['Hell or High Water', 'Wind River', 'Sicario', 'Yellowstone']",21,51,https://www.imdb.com/name/nm0792263/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0792263/awards?ref_=nm_ql_2
569, Craig Gillespie ,Craig Gillespie,9/1/1967,"Sydney, New South Wales, Australia","['Lars and the Real Girl', 'I, Tonya', 'The Finest Hours', 'Million Dollar Arm']",5,10,https://www.imdb.com/name/nm0318916/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0318916/awards?ref_=nm_ql_2
570, Dean Israelite ,Dean Israelite,9/20/1984,"Johannesburg, South Africa","['Acholiland', 'Project Almanac', 'Power Rangers', 'Battle Los Angeles']",3,0,https://www.imdb.com/name/nm2410311/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm2410311/awards?ref_=nm_ql_2
571, James Foley,James Foley,12/28/1953,"Brooklyn, New York City, New York, USA","['At Close Range', 'Glengarry Glen Ross', 'House of Cards', 'Fifty Shades Freed']",1,7,https://www.imdb.com/name/nm0001226/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0001226/awards?ref_=nm_ql_2
572, Bj??rn Runge ,Bj??rn Runge,6/21/1961,"Lysekil, V??stra G??talands l??n, Sweden","['Daybreak', 'The Wife', 'Mun mot mun', 'Anderssons ??lskarinna']",4,7,https://www.imdb.com/name/nm0750275/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0750275/awards?ref_=nm_ql_2
573, Trish Sie ,Trish Sie,NA,NA,"['Pitch Perfect 3', 'Step Up All In', 'OK Go: Upside Down & Inside Out', 'OK Go: Here It Goes Again']",1,2,https://www.imdb.com/name/nm2586324/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm2586324/awards?ref_=nm_ql_2
574, David Leitch ,David Leitch,NA,NA,"['Deadpool 2', 'Fast & Furious Presents: Hobbs & Shaw', 'Atomic Blonde', 'John Wick']",3,9,https://www.imdb.com/name/nm0500610/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0500610/awards?ref_=nm_ql_2
575, Paul Schrader,Paul Schrader,7/22/1946,"Grand Rapids, Michigan, USA","['First Reformed', 'Affliction', 'Taxi Driver', 'Raging Bull']",34,61,https://www.imdb.com/name/nm0001707/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0001707/awards?ref_=nm_ql_2
576, Mark Dennis,Mark Dennis,NA,NA,"['Strings', 'Time Trap', 'The Alternate']",5,2,https://www.imdb.com/name/nm3246780/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm3246780/awards?ref_=nm_ql_2
577, James Franco ,James Franco,4/19/1978,"Palo Alto, California, USA","['127 Hours', 'Spring Breakers', 'The Disaster Artist', 'Pineapple Express']",47,134,https://www.imdb.com/name/nm0290556/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0290556/awards?ref_=nm_ql_2
578, Niki Caro ,Niki Caro,1967-0-0,NA,"['Whale Rider', ""The Zookeeper's Wife"", 'North Country', 'McFarland, USA']",22,13,https://www.imdb.com/name/nm0138927/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0138927/awards?ref_=nm_ql_2
579, Sh??jir?? Nishimi ,Sh??jir?? Nishimi,NA,NA,"['Mutafukaz', 'Akira', 'Batman: Gotham Knight', 'Tekkonkinkreet']",0,1,https://www.imdb.com/name/nm0632722/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0632722/awards?ref_=nm_ql_2
580, Stacy Title ,Stacy Title,NA,NA,"['Let the Devil Wear Black', 'The Last Supper', 'Down on the Waterfront', 'The Bye Bye Man']",2,2,https://www.imdb.com/name/nm0864468/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0864468/awards?ref_=nm_ql_2
581, Sebasti??n Lelio ,Sebasti??n Lelio,3/8/1974,"Santiago, Chile","['A Fantastic Woman', 'Disobedience', 'Gloria', 'The Sacred Family']",35,31,https://www.imdb.com/name/nm0133326/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0133326/awards?ref_=nm_ql_2
582, Michael Cuesta ,Michael Cuesta,7/8/1963,"New York City, New York, USA","['L.I.E.', 'Kill the Messenger', 'Homeland', 'Roadie']",16,20,https://www.imdb.com/name/nm0191147/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0191147/awards?ref_=nm_ql_2
583, Will Wernick ,Will Wernick,NA,NA,NA,0,1,https://www.imdb.com/name/nm1820881/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm1820881/awards?ref_=nm_ql_2
584, Ric Roman Waugh ,Ric Roman Waugh,2/20/1968,"Los Angeles, California, USA","['Felon', 'Snitch', 'Shot Caller', 'Angel Has Fallen']",0,1,https://www.imdb.com/name/nm0006846/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0006846/awards?ref_=nm_ql_2
585, Dean Devlin ,Dean Devlin,8/27/1962,"New York City, New York, USA","['Independence Day', 'Godzilla', 'Independence Day: Resurgence', 'Stargate']",3,8,https://www.imdb.com/name/nm0002041/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0002041/awards?ref_=nm_ql_2
586, Zak Hilditch ,Zak Hilditch,NA,NA,"['1922', 'These Final Hours', 'Transmission']",3,7,https://www.imdb.com/name/nm1991847/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm1991847/awards?ref_=nm_ql_2
587, Zach Braff ,Zach Braff,4/6/1975,"South Orange, New Jersey, USA","['Garden State', 'Scrubs', 'Wish I Was Here', 'Oz the Great and Powerful']",11,43,https://www.imdb.com/name/nm0103785/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0103785/awards?ref_=nm_ql_2
588, Lucia Aniello ,Lucia Aniello,NA,NA,"['Rough Night', 'Broad City', 'Paulilu Mixtape', 'Time Traveling Bong']",1,1,https://www.imdb.com/name/nm3622659/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm3622659/awards?ref_=nm_ql_2
589, Clio Barnard ,Clio Barnard,NA,NA,"['The Selfish Giant', 'Dark River', 'The Arbor', 'Flood']",14,25,https://www.imdb.com/name/nm1163237/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm1163237/awards?ref_=nm_ql_2
590, Haifaa Al-Mansour ,Haifaa Al-Mansour,1974-0-0,NA,"['Wadjda', 'Mary Shelley', 'Nappily Ever After']",20,18,https://www.imdb.com/name/nm2223783/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm2223783/awards?ref_=nm_ql_2
591, Yann Gozlan ,Yann Gozlan,NA,NA,"['Captifs', 'Burn Out', 'Un homme id??al', ""La m??canique de l'ombre""]",1,0,https://www.imdb.com/name/nm1571412/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm1571412/awards?ref_=nm_ql_2
592, Michael Showalter,Michael Showalter,6/17/1970,"Princeton, New Jersey, USA","['Wet Hot American Summer', 'The Big Sick', 'Search Party', 'Stella']",6,4,https://www.imdb.com/name/nm0795290/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0795290/awards?ref_=nm_ql_2
593, Ry Russo-Young ,Ry Russo-Young,11/16/1981,"New York City, New York, USA","['You Wont Miss Me', 'Babes in Toyland', 'Nobody Walks', 'Before I Fall']",4,5,https://www.imdb.com/name/nm1735543/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm1735543/awards?ref_=nm_ql_2
594, Dominic Cooke ,Dominic Cooke,NA,NA,"['The Hollow Crown', 'Ironbark', 'On Chesil Beach', 'National Theatre Live: Follies']",0,1,https://www.imdb.com/name/nm4315078/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm4315078/awards?ref_=nm_ql_2
595, Bob Persichetti ,Bob Persichetti,NA,NA,"['Spider-Man: Into the Spider-Verse', 'Puss in Boots', 'The Curse of the Were-Rabbit', 'Le Petit Prince']",9,4,https://www.imdb.com/name/nm2130108/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm2130108/awards?ref_=nm_ql_2
596, Peter Farrelly,Peter Farrelly,12/17/1956,"Phoenixville, Pennsylvania, USA","['Green Book', ""There's Something About Mary"", 'Dumb and Dumber', 'Movie 43']",26,24,https://www.imdb.com/name/nm0268380/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0268380/awards?ref_=nm_ql_2
597, Jordan Downey,Jordan Downey,5/16/1986,"Newark, Ohio, USA","['The Head Hunter', 'ThanksKilling', 'Techno Western', 'Critters: Bounty Hunter']",2,2,https://www.imdb.com/name/nm2006573/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm2006573/awards?ref_=nm_ql_2
598, Bradley Cooper ,Bradley Cooper,1/5/1975,"Philadelphia, Pennsylvania, USA","['A Star Is Born', 'Silver Linings Playbook', 'American Sniper', 'American Hustle']",47,162,https://www.imdb.com/name/nm0177896/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0177896/awards?ref_=nm_ql_2
599, Ol Parker ,Ol Parker,1969-0-0,NA,"['Now Is Good', 'The Best Exotic Marigold Hotel', 'Mamma Mia! Here We Go Again', 'Imagine Me & You']",4,3,https://www.imdb.com/name/nm0662530/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0662530/awards?ref_=nm_ql_2
600, Anthony Maras ,Anthony Maras,NA,NA,"['The Palace', 'Hotel Mumbai', 'Azadi', 'Spike Up']",15,3,https://www.imdb.com/name/nm2285536/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm2285536/awards?ref_=nm_ql_2
601, Christian Rivers ,Christian Rivers,NA,NA,"['King Kong', 'The Hobbit: An Unexpected Journey', 'The Lord of the Rings: The Two Towers', 'Mortal Engines']",10,1,https://www.imdb.com/name/nm0729514/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0729514/awards?ref_=nm_ql_2
602, Claire Denis ,Claire Denis,4/21/1946,"Paris, France","['High Life', 'Beau travail', '35 Shots of Rum', 'Nenette and Boni']",10,32,https://www.imdb.com/name/nm0219136/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0219136/awards?ref_=nm_ql_2
603, Sarah Daggar-Nickson ,Sarah Daggar-Nickson,NA,NA,"['A Vigilante', 'The Light in the Night', 'Dead Hands', 'Dream Life']",0,2,https://www.imdb.com/name/nm3106829/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm3106829/awards?ref_=nm_ql_2
604, Mimi Leder ,Mimi Leder,1/26/1952,"New York City, New York, USA","['On the Basis of Sex', 'The Leftovers', 'Deep Impact', 'The Peacemaker']",6,13,https://www.imdb.com/name/nm0001460/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0001460/awards?ref_=nm_ql_2
605, John Krasinski ,John Krasinski,10/20/1979,"Newton, Massachusetts, USA","['A Quiet Place', 'The Office', 'Something Borrowed', ""It's Complicated""]",13,58,https://www.imdb.com/name/nm1024677/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm1024677/awards?ref_=nm_ql_2
606, Phil Johnston,Phil Johnston,10/26/1971,"Hennepin County, Minnesota, USA","['Zootopia', 'Wreck-It Ralph', 'Ralph Breaks the Internet', 'The Brothers Grimsby']",3,12,https://www.imdb.com/name/nm1601882/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm1601882/awards?ref_=nm_ql_2
607, Steven Caple Jr. ,Steven Caple Jr.,NA,NA,"['The Land', 'Creed II', 'A Different Tree', ""Prentice-N-Fury's Ice Cream Adventure""]",3,4,https://www.imdb.com/name/nm4023702/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm4023702/awards?ref_=nm_ql_2
608, Ari Aster ,Ari Aster,NA,NA,"['Hereditary', 'Midsommar', 'The Strange Thing About the Johnsons', 'Munchausen']",10,19,https://www.imdb.com/name/nm4170048/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm4170048/awards?ref_=nm_ql_2
609, Otto Bathurst ,Otto Bathurst,1971-6-0,NA,"['Robin Hood', 'Peaky Blinders', 'Black Mirror', 'Criminal Justice']",4,8,https://www.imdb.com/name/nm1163264/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm1163264/awards?ref_=nm_ql_2
610, Julius Avery ,Julius Avery,NA,NA,"['Overlord', 'Son of a Gun', 'Jerrycan', 'Yardbird']",6,5,https://www.imdb.com/name/nm1170339/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm1170339/awards?ref_=nm_ql_2
611, Marielle Heller ,Marielle Heller,10/1/1979,"Marin County, California, USA","['The Diary of a Teenage Girl', 'Can You Ever Forgive Me?', 'MacGruber', 'A Walk Among the Tombstones']",10,21,https://www.imdb.com/name/nm1716636/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm1716636/awards?ref_=nm_ql_2
612, Susanne Bier ,Susanne Bier,4/15/1960,"Copenhagen, Denmark","['In a Better World', 'After the Wedding', 'Bird Box', 'Den skaldede fris??r']",39,36,https://www.imdb.com/name/nm0081540/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0081540/awards?ref_=nm_ql_2
613, Josie Rourke ,Josie Rourke,NA,NA,"['Mary Queen of Scots', 'National Theatre Live: Les Liaisons Dangereuses', 'Much Ado About Nothing', 'The Vote']", , ,https://www.imdb.com/name/nm6066050/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm6066050/awards?ref_=nm_ql_2
614, Jeff Tomsic ,Jeff Tomsic,NA,NA,"[""I'm Having a Difficult Time Killing My Parents"", 'Tag', 'This Is Not Happening', 'Tickle Monsters ARE Robots!']",1,1,https://www.imdb.com/name/nm1762961/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm1762961/awards?ref_=nm_ql_2
615, Susanna Fogel ,Susanna Fogel,NA,NA,"['The Spy Who Dumped Me', 'Life Partners', 'Chasing Life', 'Joni & Susanna']",1,0,https://www.imdb.com/name/nm2573005/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm2573005/awards?ref_=nm_ql_2
616, Vince Marcello,Vince Marcello,NA,NA,"['The Kissing Booth', 'Zombie Prom', 'The Kissing Booth 2', 'Isabelle Dances Into the Spotlight']",2,1,https://www.imdb.com/name/nm1479803/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm1479803/awards?ref_=nm_ql_2
617, Stefano Sollima ,Stefano Sollima,5/4/1966,"Rome, Lazio, Italy","['Sicario: Day of the Soldado', 'Gomorra: La serie', 'Suburra', 'A.C.A.B. - All Cops Are Bastards']",4,12,https://www.imdb.com/name/nm1356588/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm1356588/awards?ref_=nm_ql_2
618, Nadine Labaki ,Nadine Labaki,2/18/1974,"Beirut, Lebanon","['Et maintenant on va o???', 'Caramel', 'Capharna??m', 'Mea culpa']",33,23,https://www.imdb.com/name/nm1701024/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm1701024/awards?ref_=nm_ql_2
619, Max Minghella ,Max Minghella,9/16/1985,"Hampstead, London, England, UK","['The Social Network', 'Horns', 'The Darkest Hour', 'The Ides of March']",4,11,https://www.imdb.com/name/nm1540404/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm1540404/awards?ref_=nm_ql_2
620, Donovan Marsh ,Donovan Marsh,NA,NA,"['Hunter Killer', 'I Am All Girls', 'Avenged', 'Spud']",5,2,https://www.imdb.com/name/nm1804518/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm1804518/awards?ref_=nm_ql_2
621, Corin Hardy ,Corin Hardy,1/6/1975,NA,"['The Hallow', 'The Nun', 'Abominable', 'Butterfly']",3,5,https://www.imdb.com/name/nm2379028/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm2379028/awards?ref_=nm_ql_2
622, Drew Pearce ,Drew Pearce,8/24/1975,NA,"['Hotel Artemis', 'Iron Man Three', 'Mission: Impossible - Rogue Nation', 'The Long Run']",0,1,https://www.imdb.com/name/nm1510800/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm1510800/awards?ref_=nm_ql_2
623, Panos Cosmatos ,Panos Cosmatos,NA,NA,"['Mandy', 'Beyond the Black Rainbow', 'Tombstone', 'Chloe and Attie']",7,6,https://www.imdb.com/name/nm0181903/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0181903/awards?ref_=nm_ql_2
624, Camille Vidal-Naquet ,Camille Vidal-Naquet,NA,NA,"['Sauvage', 'Mauvaise t??te', 'Backstage', 'Zombinladen: The Axis of Evil Dead']",3,12,https://www.imdb.com/name/nm1283911/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm1283911/awards?ref_=nm_ql_2
625, Aneesh Chaganty ,Aneesh Chaganty,NA,NA,"['Searching', 'Adventure, Wisconsin', 'Run', 'Alibi']",2,3,https://www.imdb.com/name/nm3792134/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm3792134/awards?ref_=nm_ql_2
626, Jonah Hill ,Jonah Hill,12/20/1983,"Los Angeles, California, USA","['21 Jump Street', '22 Jump Street', 'The Wolf of Wall Street', 'Moneyball']",7,61,https://www.imdb.com/name/nm1706767/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm1706767/awards?ref_=nm_ql_2
627, Jonas ??kerlund ,Jonas ??kerlund,11/10/1965,"Bromma, Stockholm, Stockholms l??n, Sweden","['Lords of Chaos', 'Polar', 'Spun', 'Try']",9,13,https://www.imdb.com/name/nm0959774/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0959774/awards?ref_=nm_ql_2
628, Desiree Akhavan ,Desiree Akhavan,1984-0-0,NA,"['Appropriate Behavior', 'The Miseducation of Cameron Post', 'The Bisexual', 'The Slope']",6,19,https://www.imdb.com/name/nm3034178/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm3034178/awards?ref_=nm_ql_2
629, Susan Johnson,Susan Johnson,12/18/1970,"Phoenix, Arizona, USA","[""To All the Boys I've Loved Before"", 'Carrie Pilby', 'The Reading Promise']",3,2,https://www.imdb.com/name/nm0426287/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0426287/awards?ref_=nm_ql_2
630, Alex Ross Perry ,Alex Ross Perry,NA,NA,"['Her Smell', 'Golden Exits', 'Listen Up Philip', 'Impolex']",6,21,https://www.imdb.com/name/nm3504405/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm3504405/awards?ref_=nm_ql_2
631, Lukas Dhont ,Lukas Dhont,NA,NA,"['Girl', 'Corps perdu', ""L'Infini"", 'Untitled Lukas Dhont Project']",17,17,https://www.imdb.com/name/nm4080113/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm4080113/awards?ref_=nm_ql_2
632, Ashim Ahluwalia ,Ashim Ahluwalia,NA,NA,"['Miss Lovely', 'John & Jane', 'Thin Air', 'Daddy']",5,6,https://www.imdb.com/name/nm1201747/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm1201747/awards?ref_=nm_ql_2
633, Mike Leigh,Mike Leigh,2/20/1943,"Salford, Greater Manchester, England, UK","['Happy-Go-Lucky', 'Secrets & Lies', 'Another Year', 'Naked']",76,109,https://www.imdb.com/name/nm0005139/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0005139/awards?ref_=nm_ql_2
634, Paul Raschid,Paul Raschid,1/8/1993,"Ealing, London, England, UK","['White Chamber', ""Servants' Quarters"", 'The Complex', 'Unhallowed Ground']", , ,https://www.imdb.com/name/nm2917649/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm2917649/awards?ref_=nm_ql_2
635, Yann Demange ,Yann Demange,1977-0-0,NA,"[""'71"", 'Top Boy', 'Dead Set', 'Criminal Justice']",9,19,https://www.imdb.com/name/nm1312919/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm1312919/awards?ref_=nm_ql_2
636, Hirokazu Koreeda ,Hirokazu Koreeda,6/6/1962,"Tokyo, Japan","['Shoplifters', 'Nobody Knows', 'Still Walking', 'Like Father, Like Son']",59,94,https://www.imdb.com/name/nm0466153/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0466153/awards?ref_=nm_ql_2
637, Kim Nguyen,Kim Nguyen,1974-0-0,NA,NA,11,14,https://www.imdb.com/name/nm1243740/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm1243740/awards?ref_=nm_ql_2
638, Christian Gudegast ,Christian Gudegast,2/9/1970,"Los Angeles, California, USA","['Den of Thieves', 'A Man Apart', 'London Has Fallen', 'Den of Thieves 2']", , ,https://www.imdb.com/name/nm0345615/?ref_=adv_li_dr_0,https://www.imdb.com/name/nm0345615/awards?ref_=nm_ql_2
